latitude,longitude,ALLSKY_SFC_SW_DWN_JAN,ALLSKY_SFC_SW_DWN_FEB,ALLSKY_SFC_SW_DWN_MAR,ALLSKY_SFC_SW_DWN_APR,ALLSKY_SFC_SW_DWN_MAY,ALLSKY_SFC_SW_DWN_JUN,ALLSKY_SFC_SW_DWN_JUL,ALLSKY_SFC_SW_DWN_AUG,ALLSKY_SFC_SW_DWN_SEP,ALLSKY_SFC_SW_DWN_OCT,ALLSKY_SFC_SW_DWN_NOV,ALLSKY_SFC_SW_DWN_DEC,ALLSKY_SFC_SW_DWN_ANN,RH2M_JAN,RH2M_FEB,RH2M_MAR,RH2M_APR,RH2M_MAY,RH2M_JUN,RH2M_JUL,RH2M_AUG,RH2M_SEP,RH2M_OCT,RH2M_NOV,RH2M_DEC,RH2M_ANN,T2M_JAN,T2M_FEB,T2M_MAR,T2M_APR,T2M_MAY,T2M_JUN,T2M_JUL,T2M_AUG,T2M_SEP,T2M_OCT,T2M_NOV,T2M_DEC,T2M_ANN,WS2M_JAN,WS2M_FEB,WS2M_MAR,WS2M_APR,WS2M_MAY,WS2M_JUN,WS2M_JUL,WS2M_AUG,WS2M_SEP,WS2M_OCT,WS2M_NOV,WS2M_DEC,WS2M_ANN
27.0,28.0,4.2293,5.1514,6.385,7.3094,7.8866,8.279,8.1586,7.6534,6.8148,5.6191,4.5166,3.9391,6.3331,52.51,43.17,33.92,26.77,23.5,23.89,25.69,27.54,32.86,40.21,48.99,55.9,36.23,11.61,13.71,17.79,22.34,26.87,29.87,30.82,30.99,28.16,23.72,17.82,13.21,22.28,2.45,2.6,2.83,2.95,3.1,3.23,3.17,3.02,3.03,2.78,2.38,2.43,2.83
27.0,28.5,4.2293,5.1514,6.385,7.3094,7.8866,8.279,8.1586,7.6534,6.8148,5.6191,4.5166,3.9391,6.3331,53.06,43.25,33.92,26.83,23.57,24.14,26.09,28.06,33.62,40.59,49.22,56.23,36.53,11.38,13.57,17.69,22.23,26.73,29.68,30.55,30.67,27.91,23.6,17.73,13.04,22.1,2.5,2.71,3.03,3.2,3.4,3.53,3.37,3.26,3.36,3.08,2.57,2.54,3.05
27.0,29.0,4.242,5.171,6.3953,7.3003,7.8794,8.2834,8.1314,7.632,6.7697,5.5649,4.5221,3.9478,6.3242,53.06,43.25,33.92,26.83,23.57,24.14,26.09,28.06,33.62,40.59,49.22,56.23,36.53,11.38,13.57,17.69,22.23,26.73,29.68,30.55,30.67,27.91,23.6,17.73,13.04,22.1,2.5,2.71,3.03,3.2,3.4,3.53,3.37,3.26,3.36,3.08,2.57,2.54,3.05
27.0,29.5,4.242,5.171,6.3953,7.3003,7.8794,8.2834,8.1314,7.632,6.7697,5.5649,4.5221,3.9478,6.3242,53.71,43.93,34.75,27.76,24.51,25.22,27.19,29.27,35.22,42.11,50.34,57.06,37.57,11.1,13.27,17.26,21.7,26.16,29.04,29.97,30.0,27.26,23.03,17.35,12.73,21.61,2.66,2.81,3.13,3.23,3.43,3.6,3.43,3.32,3.47,3.17,2.71,2.71,3.14
27.0,30.0,4.2358,5.1583,6.3636,7.2826,7.8269,8.2308,8.0585,7.5641,6.7318,5.5442,4.5055,3.9355,6.2906,54.03,44.2,34.8,27.89,24.78,25.65,27.81,29.98,35.77,42.48,50.81,57.32,37.95,11.13,13.35,17.35,21.81,26.31,29.11,30.03,29.96,27.26,23.07,17.35,12.74,21.66,2.46,2.59,2.94,3.07,3.29,3.54,3.35,3.24,3.35,3.02,2.57,2.54,3.0
27.0,30.5,4.2358,5.1583,6.3636,7.2826,7.8269,8.2308,8.0585,7.5641,6.7318,5.5442,4.5055,3.9355,6.2906,53.17,43.35,33.88,27.06,24.14,24.99,27.46,29.52,34.66,40.86,49.06,55.96,37.0,11.25,13.57,17.65,22.16,26.7,29.48,30.3,30.2,27.6,23.51,17.7,12.93,21.96,2.35,2.5,2.91,3.11,3.37,3.7,3.48,3.36,3.45,3.04,2.54,2.45,3.03
27.0,31.0,4.2689,5.2234,6.4654,7.3798,7.9046,8.3287,8.1396,7.6325,6.8074,5.6182,4.5773,4.0008,6.3662,49.2,40.16,31.14,24.81,22.06,22.6,24.77,26.61,31.15,36.5,43.94,50.85,33.63,12.5,14.95,19.07,23.66,28.24,31.04,31.86,31.66,29.07,25.17,19.34,14.35,23.44,2.22,2.4,2.83,3.09,3.37,3.74,3.54,3.42,3.42,2.92,2.46,2.32,2.98
27.0,31.5,4.2689,5.2234,6.4654,7.3798,7.9046,8.3287,8.1396,7.6325,6.8074,5.6182,4.5773,4.0008,6.3662,49.2,40.16,31.14,24.81,22.06,22.6,24.77,26.61,31.15,36.5,43.94,50.85,33.63,12.5,14.95,19.07,23.66,28.24,31.04,31.86,31.66,29.07,25.17,19.34,14.35,23.44,2.22,2.4,2.83,3.09,3.37,3.74,3.54,3.42,3.42,2.92,2.46,2.32,2.98
27.0,32.0,4.2674,5.2162,6.455,7.3692,7.8888,8.3827,8.1874,7.6788,6.8498,5.6359,4.6042,4.0097,6.383,50.03,40.72,31.31,24.73,21.94,22.57,24.68,26.62,31.32,36.61,44.57,51.16,33.84,11.49,13.96,18.0,22.48,26.96,29.56,30.27,30.11,27.72,24.12,18.3,13.42,22.24,2.5,2.72,3.08,3.34,3.59,3.89,3.59,3.57,3.59,3.04,2.72,2.64,3.19
27.0,32.5,4.2674,5.2162,6.455,7.3692,7.8888,8.3827,8.1874,7.6788,6.8498,5.6359,4.6042,4.0097,6.383,49.06,40.26,30.96,24.35,21.55,21.8,23.27,25.27,30.42,35.79,44.08,50.35,33.07,11.79,14.2,18.29,22.73,27.21,29.95,30.8,30.68,28.35,24.61,18.62,13.7,22.62,2.67,2.88,3.19,3.34,3.55,3.83,3.56,3.64,3.57,2.94,2.71,2.73,3.22
27.0,33.0,4.201,5.1216,6.3206,7.1412,7.6546,8.1773,7.9558,7.458,6.6581,5.4818,4.4887,3.9223,6.2189,48.4,39.6,30.43,23.96,21.13,21.28,22.51,24.46,29.81,34.91,43.74,49.8,32.48,12.16,14.57,18.62,22.97,27.42,30.16,31.18,31.1,28.75,24.99,18.87,13.98,22.94,2.62,2.86,3.17,3.31,3.51,3.75,3.31,3.43,3.42,2.78,2.63,2.69,3.12
27.0,33.5,4.201,5.1216,6.3206,7.1412,7.6546,8.1773,7.9558,7.458,6.6581,5.4818,4.4887,3.9223,6.2189,54.57,48.98,42.79,36.89,32.6,32.22,33.41,35.29,40.91,46.79,52.75,55.5,42.7,15.47,17.07,20.02,23.41,27.4,29.88,31.22,31.36,29.18,26.09,21.32,17.27,24.17,3.58,3.67,3.95,3.92,4.07,4.68,4.32,4.73,4.83,3.89,3.53,3.61,4.07
27.5,25.0,4.2252,5.1182,6.287,7.1822,7.7338,8.1161,8.0952,7.5924,6.7488,5.5841,4.5022,3.9367,6.2647,54.89,45.97,35.35,27.37,24.18,23.95,25.6,27.18,31.43,39.92,49.35,57.77,36.89,11.17,13.06,17.28,21.88,26.4,29.62,30.54,30.72,28.21,23.4,17.28,12.68,21.9,2.64,2.8,2.95,3.12,3.13,3.11,2.98,2.82,2.76,2.53,2.28,2.5,2.8
27.5,25.5,4.2252,5.1182,6.287,7.1822,7.7338,8.1161,8.0952,7.5924,6.7488,5.5841,4.5022,3.9367,6.2647,55.83,46.8,36.51,28.53,25.23,25.16,26.83,28.41,33.07,41.67,51.05,59.12,38.16,10.8,12.67,16.8,21.35,25.86,29.04,29.99,30.19,27.6,22.89,16.87,12.31,21.4,2.59,2.75,2.9,3.04,3.06,3.05,2.92,2.75,2.71,2.5,2.25,2.47,2.75
27.5,26.0,4.2223,5.1254,6.283,7.2046,7.7462,8.1487,8.0966,7.6022,6.7541,5.597,4.4969,3.9216,6.271,55.27,46.23,36.37,28.62,25.38,25.55,27.32,28.9,33.73,42.12,51.12,58.73,38.26,11.0,12.91,16.98,21.48,25.97,29.09,30.07,30.27,27.63,23.0,17.07,12.52,21.54,2.59,2.75,2.87,2.98,3.01,3.03,2.93,2.76,2.72,2.5,2.26,2.47,2.74
27.5,26.5,4.2223,5.1254,6.283,7.2046,7.7462,8.1487,8.0966,7.6022,6.7541,5.597,4.4969,3.9216,6.271,55.27,46.23,36.37,28.62,25.38,25.55,27.32,28.9,33.73,42.12,51.12,58.73,38.26,11.0,12.91,16.98,21.48,25.97,29.09,30.07,30.27,27.63,23.0,17.07,12.52,21.54,2.59,2.75,2.87,2.98,3.01,3.03,2.93,2.76,2.72,2.5,2.26,2.47,2.74
27.5,27.0,4.2214,5.1442,6.379,7.3142,7.8734,8.2574,8.1557,7.6474,6.7982,5.6124,4.5084,3.9334,6.325,55.06,45.94,36.34,28.6,25.25,25.66,27.47,29.11,34.14,42.26,51.17,58.39,38.26,11.13,13.1,17.15,21.68,26.19,29.25,30.23,30.44,27.74,23.19,17.27,12.7,21.71,2.57,2.74,2.9,3.04,3.1,3.14,3.05,2.86,2.85,2.63,2.33,2.49,2.81
27.5,27.5,4.2214,5.1442,6.379,7.3142,7.8734,8.2574,8.1557,7.6474,6.7982,5.6124,4.5084,3.9334,6.325,55.69,46.43,37.05,29.26,25.72,26.35,28.17,29.96,35.39,43.28,52.04,58.94,39.01,10.96,12.94,16.95,21.44,25.96,28.94,29.93,30.13,27.41,22.99,17.15,12.58,21.49,2.62,2.78,2.97,3.09,3.19,3.25,3.17,2.97,3.0,2.8,2.45,2.58,2.91
27.5,28.0,4.2293,5.1514,6.385,7.3094,7.8866,8.279,8.1586,7.6534,6.8148,5.6191,4.5166,3.9391,6.3331,55.05,45.75,36.62,29.1,25.58,26.03,28.05,30.04,35.56,42.92,51.31,58.05,38.65,11.24,13.27,17.31,21.81,26.33,29.37,30.33,30.48,27.76,23.43,17.59,12.94,21.86,2.53,2.7,2.95,3.11,3.26,3.38,3.3,3.12,3.18,2.94,2.52,2.55,2.96
27.5,28.5,4.2293,5.1514,6.385,7.3094,7.8866,8.279,8.1586,7.6534,6.8148,5.6191,4.5166,3.9391,6.3331,56.05,46.5,37.57,30.01,26.2,26.79,29.0,31.19,37.06,44.21,52.33,59.01,39.64,10.87,12.93,16.89,21.34,25.84,28.83,29.76,29.86,27.17,22.93,17.22,12.57,21.39,2.65,2.83,3.14,3.3,3.48,3.61,3.46,3.31,3.45,3.19,2.71,2.71,3.15
27.5,29.0,4.242,5.171,6.3953,7.3003,7.8794,8.2834,8.1314,7.632,6.7697,5.5649,4.5221,3.9478,6.3242,56.05,46.5,37.57,30.01,26.2,26.79,29.0,31.19,37.06,44.21,52.33,59.01,39.64,10.87,12.93,16.89,21.34,25.84,28.83,29.76,29.86,27.17,22.93,17.22,12.57,21.39,2.65,2.83,3.14,3.3,3.48,3.61,3.46,3.31,3.45,3.19,2.71,2.71,3.15
27.5,29.5,4.242,5.171,6.3953,7.3003,7.8794,8.2834,8.1314,7.632,6.7697,5.5649,4.5221,3.9478,6.3242,55.3,46.12,37.41,30.16,26.47,27.13,29.36,31.68,37.71,44.57,52.23,58.42,39.7,11.15,13.18,17.06,21.46,25.94,28.89,29.89,29.9,27.21,23.01,17.4,12.8,21.53,2.7,2.82,3.1,3.21,3.38,3.55,3.42,3.28,3.42,3.14,2.7,2.74,3.12
27.5,30.0,4.2358,5.1583,6.3636,7.2826,7.8269,8.2308,8.0585,7.5641,6.7318,5.5442,4.5055,3.9355,6.2906,54.98,45.74,36.64,29.69,26.14,26.89,29.29,31.68,37.31,43.85,51.34,57.75,39.26,11.38,13.49,17.49,21.95,26.52,29.45,30.4,30.31,27.68,23.52,17.82,13.09,21.96,2.34,2.43,2.78,2.98,3.21,3.45,3.25,3.1,3.2,2.93,2.47,2.42,2.88
27.5,30.5,4.2358,5.1583,6.3636,7.2826,7.8269,8.2308,8.0585,7.5641,6.7318,5.5442,4.5055,3.9355,6.2906,53.08,43.91,34.78,28.05,24.88,25.56,28.09,30.31,35.34,41.34,48.54,55.25,37.41,11.78,14.03,18.16,22.67,27.28,30.19,31.11,30.98,28.34,24.24,18.47,13.58,22.61,2.21,2.35,2.78,3.07,3.39,3.71,3.46,3.29,3.35,2.99,2.45,2.31,2.95
27.5,31.0,4.2689,5.2234,6.4654,7.3798,7.9046,8.3287,8.1396,7.6325,6.8074,5.6182,4.5773,4.0008,6.3662,50.94,41.84,33.05,26.48,23.45,24.14,26.43,28.42,33.34,39.03,45.81,52.36,35.43,11.98,14.37,18.4,22.87,27.42,30.17,31.05,30.9,28.34,24.47,18.77,13.84,22.75,2.24,2.45,2.91,3.21,3.52,3.88,3.66,3.53,3.59,3.05,2.52,2.35,3.08
27.5,31.5,4.2689,5.2234,6.4654,7.3798,7.9046,8.3287,8.1396,7.6325,6.8074,5.6182,4.5773,4.0008,6.3662,50.94,41.84,33.05,26.48,23.45,24.14,26.43,28.42,33.34,39.03,45.81,52.36,35.43,11.98,14.37,18.4,22.87,27.42,30.17,31.05,30.9,28.34,24.47,18.77,13.84,22.75,2.24,2.45,2.91,3.21,3.52,3.88,3.66,3.53,3.59,3.05,2.52,2.35,3.08
27.5,32.0,4.2674,5.2162,6.455,7.3692,7.8888,8.3827,8.1874,7.6788,6.8498,5.6359,4.6042,4.0097,6.383,52.4,43.07,33.73,26.85,23.77,24.47,26.56,28.73,34.01,39.56,47.0,53.3,36.1,10.92,13.31,17.31,21.69,26.17,28.8,29.58,29.41,27.03,23.41,17.72,12.87,21.56,2.52,2.73,3.1,3.31,3.55,3.84,3.56,3.52,3.58,3.02,2.71,2.65,3.18
27.5,32.5,4.2674,5.2162,6.455,7.3692,7.8888,8.3827,8.1874,7.6788,6.8498,5.6359,4.6042,4.0097,6.383,51.63,42.68,33.62,26.7,23.64,24.01,25.33,27.68,33.55,39.11,46.8,52.79,35.61,11.03,13.35,17.37,21.7,26.17,28.93,29.93,29.77,27.42,23.69,17.82,12.93,21.71,2.84,3.03,3.35,3.44,3.66,3.95,3.64,3.73,3.74,3.08,2.86,2.91,3.35
27.5,33.0,4.201,5.1216,6.3206,7.1412,7.6546,8.1773,7.9558,7.458,6.6581,5.4818,4.4887,3.9223,6.2189,50.41,42.01,34.03,27.33,24.02,24.65,25.46,28.08,34.89,40.21,47.13,51.79,35.81,12.28,14.56,18.41,22.6,27.02,29.67,31.04,30.87,28.32,24.7,18.85,14.1,22.74,2.96,3.08,3.44,3.54,3.83,4.3,3.83,4.02,4.14,3.24,2.89,2.96,3.52
27.5,33.5,4.201,5.1216,6.3206,7.1412,7.6546,8.1773,7.9558,7.458,6.6581,5.4818,4.4887,3.9223,6.2189,56.52,53.55,51.73,47.95,44.52,44.62,45.68,47.81,52.64,56.18,55.57,56.44,51.09,18.11,19.12,21.24,23.86,27.22,29.42,30.83,31.08,29.34,27.02,23.56,19.99,25.1,4.59,4.6,4.87,4.76,4.85,5.55,5.47,5.98,5.99,5.12,4.44,4.57,5.07
27.5,34.0,4.0934,5.0035,6.2016,7.0152,7.5358,7.9973,7.8058,7.2718,6.5016,5.3208,4.3918,3.827,6.0842,56.52,53.55,51.73,47.95,44.52,44.62,45.68,47.81,52.64,56.18,55.57,56.44,51.09,18.11,19.12,21.24,23.86,27.22,29.42,30.83,31.08,29.34,27.02,23.56,19.99,25.1,4.59,4.6,4.87,4.76,4.85,5.55,5.47,5.98,5.99,5.12,4.44,4.57,5.07
28.0,25.0,4.0968,4.98,6.2316,7.187,7.7402,8.1842,8.1149,7.5756,6.6883,5.4766,4.3452,3.7814,6.205,56.87,48.17,37.87,29.73,26.17,25.81,27.61,29.28,33.59,42.0,51.34,59.44,38.97,11.02,12.81,16.89,21.41,25.91,29.21,30.19,30.35,27.9,23.18,17.13,12.57,21.59,2.7,2.87,3.0,3.16,3.13,3.1,2.98,2.8,2.74,2.51,2.29,2.57,2.82
28.0,25.5,4.0968,4.98,6.2316,7.187,7.7402,8.1842,8.1149,7.5756,6.6883,5.4766,4.3452,3.7814,6.205,57.15,48.35,38.44,30.32,26.86,26.73,28.5,30.28,34.9,43.22,52.3,60.04,39.74,10.91,12.7,16.73,21.21,25.69,28.94,29.98,30.13,27.62,22.98,17.01,12.48,21.4,2.7,2.86,2.98,3.11,3.09,3.08,2.97,2.79,2.74,2.51,2.29,2.57,2.81
28.0,26.0,4.0894,4.9853,6.2498,7.2209,7.7885,8.219,8.1134,7.578,6.7049,5.4809,4.3505,3.7814,6.2184,56.88,48.08,38.53,30.57,27.19,27.35,29.2,31.05,35.82,43.9,52.63,59.92,40.07,11.01,12.84,16.83,21.29,25.76,28.95,30.03,30.19,27.61,23.04,17.14,12.6,21.48,2.65,2.81,2.95,3.07,3.08,3.11,3.02,2.84,2.79,2.55,2.3,2.55,2.81
28.0,26.5,4.0894,4.9853,6.2498,7.2209,7.7885,8.219,8.1134,7.578,6.7049,5.4809,4.3505,3.7814,6.2184,56.88,48.08,38.53,30.57,27.19,27.35,29.2,31.05,35.82,43.9,52.63,59.92,40.07,11.01,12.84,16.83,21.29,25.76,28.95,30.03,30.19,27.61,23.04,17.14,12.6,21.48,2.65,2.81,2.95,3.07,3.08,3.11,3.02,2.84,2.79,2.55,2.3,2.55,2.81
28.0,27.0,4.0706,4.9762,6.2455,7.2418,7.8173,8.2524,8.1485,7.6063,6.7255,5.4785,4.3361,3.7781,6.228,56.89,48.03,38.84,30.98,27.52,28.0,30.01,31.89,36.81,44.73,53.11,59.99,40.55,11.03,12.88,16.82,21.26,25.73,28.81,29.87,30.04,27.44,22.98,17.18,12.63,21.43,2.67,2.83,2.99,3.13,3.16,3.22,3.13,2.91,2.91,2.66,2.37,2.58,2.88
28.0,27.5,4.0706,4.9762,6.2455,7.2418,7.8173,8.2524,8.1485,7.6063,6.7255,5.4785,4.3361,3.7781,6.228,56.84,47.95,39.02,31.3,27.8,28.42,30.65,32.66,37.86,45.54,53.46,59.86,40.93,11.06,12.95,16.87,21.27,25.71,28.72,29.72,29.89,27.29,22.96,17.25,12.7,21.4,2.7,2.87,3.05,3.19,3.25,3.32,3.22,2.99,3.04,2.8,2.46,2.63,2.96
28.0,28.0,4.0598,4.956,6.239,7.2271,7.8228,8.2574,8.1487,7.6123,6.7274,5.4792,4.3286,3.7788,6.2246,56.98,48.07,39.51,31.81,28.15,28.69,31.14,33.42,38.89,46.16,53.78,59.98,41.37,11.04,12.95,16.84,21.23,25.67,28.69,29.65,29.77,27.18,22.96,17.31,12.72,21.37,2.73,2.9,3.13,3.28,3.38,3.48,3.37,3.16,3.26,3.0,2.61,2.71,3.08
28.0,28.5,4.0598,4.956,6.239,7.2271,7.8228,8.2574,8.1487,7.6123,6.7274,5.4792,4.3286,3.7788,6.2246,56.77,48.01,39.85,32.15,28.28,28.86,31.39,33.87,39.55,46.39,53.77,59.67,41.53,11.19,13.11,16.93,21.31,25.78,28.82,29.8,29.87,27.27,23.1,17.49,12.88,21.5,2.74,2.88,3.12,3.27,3.39,3.52,3.4,3.23,3.34,3.08,2.66,2.74,3.12
28.0,29.0,4.0478,4.9663,6.2369,7.2055,7.807,8.2486,8.106,7.5737,6.6806,5.4238,4.3193,3.768,6.2033,56.77,48.01,39.85,32.15,28.28,28.86,31.39,33.87,39.55,46.39,53.77,59.67,41.53,11.19,13.11,16.93,21.31,25.78,28.82,29.8,29.87,27.27,23.1,17.49,12.88,21.5,2.74,2.88,3.12,3.27,3.39,3.52,3.4,3.23,3.34,3.08,2.66,2.74,3.12
