latitude,longitude,ALLSKY_SFC_SW_DWN_JAN,ALLSKY_SFC_SW_DWN_FEB,ALLSKY_SFC_SW_DWN_MAR,ALLSKY_SFC_SW_DWN_APR,ALLSKY_SFC_SW_DWN_MAY,ALLSKY_SFC_SW_DWN_JUN,ALLSKY_SFC_SW_DWN_JUL,ALLSKY_SFC_SW_DWN_AUG,ALLSKY_SFC_SW_DWN_SEP,ALLSKY_SFC_SW_DWN_OCT,ALLSKY_SFC_SW_DWN_NOV,ALLSKY_SFC_SW_DWN_DEC,ALLSKY_SFC_SW_DWN_ANN,RH2M_JAN,RH2M_FEB,RH2M_MAR,RH2M_APR,RH2M_MAY,RH2M_JUN,RH2M_JUL,RH2M_AUG,RH2M_SEP,RH2M_OCT,RH2M_NOV,RH2M_DEC,RH2M_ANN,T2M_JAN,T2M_FEB,T2M_MAR,T2M_APR,T2M_MAY,T2M_JUN,T2M_JUL,T2M_AUG,T2M_SEP,T2M_OCT,T2M_NOV,T2M_DEC,T2M_ANN,WS2M_JAN,WS2M_FEB,WS2M_MAR,WS2M_APR,WS2M_MAY,WS2M_JUN,WS2M_JUL,WS2M_AUG,WS2M_SEP,WS2M_OCT,WS2M_NOV,WS2M_DEC,WS2M_ANN
29.5,33.5,3.8251,4.7686,6.1438,7.2439,7.919,8.5342,8.3393,7.7477,6.7279,5.3844,4.2552,3.6024,6.2131,61.13,53.9,47.95,41.21,37.46,39.19,40.1,45.24,53.25,56.71,57.04,60.41,49.45,8.9,10.78,14.14,17.91,22.07,24.55,26.18,25.94,23.71,20.53,15.3,10.71,18.43,2.8,2.88,3.09,3.1,3.12,3.21,2.9,2.92,3.12,2.73,2.49,2.64,2.92
29.5,34.0,3.8239,4.7772,6.1375,7.1832,7.8583,8.4886,8.2716,7.6886,6.6948,5.3662,4.2598,3.6151,6.1858,61.13,53.9,47.95,41.21,37.46,39.19,40.1,45.24,53.25,56.71,57.04,60.41,49.45,8.9,10.78,14.14,17.91,22.07,24.55,26.18,25.94,23.71,20.53,15.3,10.71,18.43,2.8,2.88,3.09,3.1,3.12,3.21,2.9,2.92,3.12,2.73,2.49,2.64,2.92
29.5,34.5,3.8239,4.7772,6.1375,7.1832,7.8583,8.4886,8.2716,7.6886,6.6948,5.3662,4.2598,3.6151,6.1858,60.88,53.72,48.49,41.69,38.08,40.13,41.31,46.6,53.82,56.59,57.1,60.6,49.91,8.87,10.78,14.14,17.98,22.19,24.6,26.25,26.04,23.91,20.73,15.26,10.56,18.48,2.71,2.86,3.2,3.27,3.41,3.7,3.49,3.57,3.6,2.96,2.5,2.54,3.15
30.0,25.0,3.5904,4.4302,5.8099,6.9682,7.6656,8.2054,8.165,7.5384,6.4615,5.1115,3.9689,3.3058,5.9412,64.81,58.65,49.45,40.58,36.6,36.19,39.59,42.21,45.5,51.71,59.13,65.65,49.15,10.67,12.04,15.78,20.09,24.55,28.05,29.37,29.41,27.13,22.76,17.03,12.5,20.82,2.91,3.09,3.24,3.36,3.34,3.45,3.5,3.27,3.09,2.69,2.45,2.8,3.1
30.0,25.5,3.5904,4.4302,5.8099,6.9682,7.6656,8.2054,8.165,7.5384,6.4615,5.1115,3.9689,3.3058,5.9412,64.15,57.9,49.51,41.21,37.01,37.08,40.46,43.12,46.44,52.42,59.16,64.97,49.43,10.84,12.23,15.89,20.08,24.54,27.95,29.27,29.35,27.05,22.78,17.19,12.71,20.86,3.04,3.22,3.38,3.48,3.47,3.63,3.67,3.41,3.23,2.84,2.56,2.94,3.24
30.0,26.0,3.5916,4.4429,5.8421,7.0142,7.7201,8.2582,8.1914,7.5646,6.4994,5.1374,3.9482,3.3046,5.9659,64.31,58.62,51.39,43.97,39.36,39.36,42.3,45.15,48.75,54.67,60.88,65.32,51.15,10.93,12.26,15.7,19.66,24.08,27.5,28.88,29.01,26.68,22.56,17.16,12.8,20.64,3.13,3.24,3.36,3.42,3.43,3.63,3.72,3.44,3.21,2.86,2.6,3.03,3.26
30.0,26.5,3.5916,4.4429,5.8421,7.0142,7.7201,8.2582,8.1914,7.5646,6.4994,5.1374,3.9482,3.3046,5.9659,64.31,58.62,51.39,43.97,39.36,39.36,42.3,45.15,48.75,54.67,60.88,65.32,51.15,10.93,12.26,15.7,19.66,24.08,27.5,28.88,29.01,26.68,22.56,17.16,12.8,20.64,3.13,3.24,3.36,3.42,3.43,3.63,3.72,3.44,3.21,2.86,2.6,3.03,3.26
30.0,27.0,3.569,4.4599,5.8363,7.0039,7.7215,8.2615,8.1761,7.525,6.4762,5.1098,3.8767,3.2921,5.9484,62.07,56.8,50.86,44.7,40.39,40.46,42.92,45.54,48.8,54.39,59.73,63.43,50.83,11.91,13.27,16.64,20.44,24.78,28.18,29.61,29.78,27.47,23.47,18.21,13.8,21.5,2.92,3.04,3.21,3.32,3.37,3.6,3.7,3.44,3.2,2.86,2.54,2.84,3.17
30.0,27.5,3.569,4.4599,5.8363,7.0039,7.7215,8.2615,8.1761,7.525,6.4762,5.1098,3.8767,3.2921,5.9484,60.48,55.27,49.87,44.3,40.41,40.65,42.66,45.04,48.12,53.4,58.05,61.8,49.99,12.73,14.15,17.6,21.35,25.67,29.02,30.49,30.68,28.36,24.43,19.19,14.64,22.4,2.79,2.97,3.22,3.39,3.49,3.66,3.65,3.44,3.27,2.96,2.53,2.71,3.18
30.0,28.0,3.5122,4.3999,5.7977,6.9722,7.7105,8.2819,8.1979,7.5444,6.4992,5.095,3.8446,3.2254,5.9297,62.27,57.1,52.29,46.62,43.03,43.97,46.4,48.67,51.37,56.38,60.61,63.8,52.7,12.23,13.62,16.96,20.68,24.92,28.14,29.58,29.79,27.55,23.73,18.63,14.12,21.7,2.82,2.97,3.19,3.35,3.45,3.6,3.55,3.34,3.25,2.95,2.51,2.71,3.14
30.0,28.5,3.5122,4.3999,5.7977,6.9722,7.7105,8.2819,8.1979,7.5444,6.4992,5.095,3.8446,3.2254,5.9297,64.23,59.36,55.13,48.53,45.08,46.76,49.91,52.27,54.56,59.26,63.36,65.76,55.34,11.84,13.18,16.33,20.15,24.34,27.44,28.83,29.02,26.87,23.16,18.15,13.73,21.12,2.95,3.04,3.22,3.37,3.46,3.57,3.51,3.3,3.28,3.0,2.6,2.84,3.18
30.0,29.0,3.5856,4.4938,5.8522,6.9818,7.6927,8.2399,8.1197,7.4976,6.4968,5.1346,3.8964,3.2957,5.9465,64.23,59.36,55.13,48.53,45.08,46.76,49.91,52.27,54.56,59.26,63.36,65.76,55.34,11.84,13.18,16.33,20.15,24.34,27.44,28.83,29.02,26.87,23.16,18.15,13.73,21.12,2.95,3.04,3.22,3.37,3.46,3.57,3.51,3.3,3.28,3.0,2.6,2.84,3.18
30.0,29.5,3.5856,4.4938,5.8522,6.9818,7.6927,8.2399,8.1197,7.4976,6.4968,5.1346,3.8964,3.2957,5.9465,64.64,59.86,56.21,49.78,46.31,48.58,52.34,54.7,56.8,60.85,63.95,66.01,56.67,11.52,12.85,15.86,19.59,23.73,26.71,28.06,28.22,26.14,22.6,17.81,13.43,20.58,2.95,2.98,3.16,3.33,3.44,3.59,3.55,3.31,3.3,3.03,2.67,2.87,3.18
30.0,30.0,3.4608,4.319,5.6914,6.7894,7.5934,8.1365,8.0138,7.3771,6.432,5.0743,3.8218,3.216,5.8334,64.67,59.6,55.17,48.92,45.1,46.91,51.07,53.34,55.89,60.19,63.48,65.8,55.84,11.32,12.72,15.8,19.54,23.74,26.73,27.99,28.11,26.01,22.45,17.66,13.27,20.48,2.73,2.74,2.96,3.21,3.35,3.5,3.41,3.15,3.15,2.92,2.59,2.71,3.03
30.0,30.5,3.4608,4.319,5.6914,6.7894,7.5934,8.1365,8.0138,7.3771,6.432,5.0743,3.8218,3.216,5.8334,63.37,58.35,53.13,46.76,42.27,42.82,46.14,48.42,52.08,57.19,61.32,64.16,52.99,11.7,13.22,16.5,20.32,24.72,27.86,29.19,29.24,26.99,23.28,18.3,13.71,21.29,2.46,2.49,2.78,3.06,3.25,3.4,3.23,3.0,3.02,2.81,2.46,2.47,2.87
30.0,31.0,3.4531,4.2442,5.5603,6.6005,7.4414,7.9829,7.782,7.1462,6.2998,4.9836,3.7831,3.2042,5.7127,61.38,56.23,50.6,44.5,39.79,39.74,42.34,44.96,49.84,55.72,59.43,62.15,50.54,12.06,13.74,17.09,20.89,25.34,28.53,29.95,29.9,27.48,23.69,18.68,14.03,21.82,2.51,2.54,2.89,3.12,3.28,3.34,3.05,2.88,3.0,2.82,2.49,2.51,2.87
30.0,31.5,3.4531,4.2442,5.5603,6.6005,7.4414,7.9829,7.782,7.1462,6.2998,4.9836,3.7831,3.2042,5.7127,61.38,56.23,50.6,44.5,39.79,39.74,42.34,44.96,49.84,55.72,59.43,62.15,50.54,12.06,13.74,17.09,20.89,25.34,28.53,29.95,29.9,27.48,23.69,18.68,14.03,21.82,2.51,2.54,2.89,3.12,3.28,3.34,3.05,2.88,3.0,2.82,2.49,2.51,2.87
30.0,32.0,3.5263,4.349,5.7098,6.7987,7.645,8.2169,8.041,7.44,6.4056,5.0448,3.8688,3.299,5.8685,63.12,58.12,53.06,47.27,42.3,41.84,42.65,46.48,53.6,60.06,62.56,63.96,52.9,11.03,12.67,15.83,19.45,23.81,26.96,28.66,28.52,25.89,22.21,17.34,12.93,20.48,2.52,2.5,2.71,2.84,2.92,2.92,2.6,2.46,2.61,2.48,2.28,2.46,2.61
30.0,32.5,3.5263,4.349,5.7098,6.7987,7.645,8.2169,8.041,7.44,6.4056,5.0448,3.8688,3.299,5.8685,61.42,57.16,53.51,48.06,44.42,45.53,46.4,50.04,55.8,60.19,60.61,61.92,53.74,12.68,14.16,17.07,20.52,24.6,27.4,29.16,29.14,26.84,23.6,18.95,14.59,21.6,2.67,2.71,3.04,3.16,3.21,3.29,3.03,3.03,3.24,3.02,2.63,2.6,2.97
30.0,33.0,3.6005,4.5034,5.8769,7.0018,7.8247,8.4302,8.2303,7.5914,6.5347,5.1636,3.9811,3.3653,6.0149,64.7,58.73,53.72,47.93,43.91,45.63,47.37,52.37,59.54,63.56,62.53,64.3,55.35,9.7,11.39,14.52,18.01,22.09,24.69,26.31,26.17,23.94,20.82,16.02,11.57,18.8,2.95,3.05,3.39,3.41,3.38,3.34,2.92,2.95,3.29,3.13,2.78,2.82,3.12
30.0,33.5,3.6005,4.5034,5.8769,7.0018,7.8247,8.4302,8.2303,7.5914,6.5347,5.1636,3.9811,3.3653,6.0149,62.35,56.96,52.76,47.05,43.61,45.48,46.66,51.75,58.56,62.05,60.26,61.61,54.08,10.19,11.92,15.13,18.73,22.81,25.39,27.12,26.96,24.71,21.56,16.51,11.99,19.45,2.66,2.72,2.91,2.95,2.97,3.0,2.75,2.76,2.89,2.58,2.31,2.45,2.75
30.0,34.0,3.5525,4.4616,5.8154,6.9617,7.7842,8.4194,8.213,7.5732,6.5227,5.1586,3.9658,3.3518,5.9878,62.35,56.96,52.76,47.05,43.61,45.48,46.66,51.75,58.56,62.05,60.26,61.61,54.08,10.19,11.92,15.13,18.73,22.81,25.39,27.12,26.96,24.71,21.56,16.51,11.99,19.45,2.66,2.72,2.91,2.95,2.97,3.0,2.75,2.76,2.89,2.58,2.31,2.45,2.75
30.0,34.5,3.5525,4.4616,5.8154,6.9617,7.7842,8.4194,8.213,7.5732,6.5227,5.1586,3.9658,3.3518,5.9878,63.03,57.0,51.79,45.64,42.09,44.47,46.19,51.45,57.65,60.17,58.79,61.32,53.29,9.61,11.46,14.92,18.63,22.77,25.24,26.88,26.74,24.68,21.53,16.15,11.44,19.21,2.49,2.62,2.9,2.96,3.07,3.21,3.01,3.05,3.11,2.66,2.31,2.31,2.81
30.5,25.0,3.5904,4.4302,5.8099,6.9682,7.6656,8.2054,8.165,7.5384,6.4615,5.1115,3.9689,3.3058,5.9412,65.55,60.0,52.17,44.1,40.27,40.36,44.16,46.78,49.05,54.46,60.65,66.27,51.96,10.79,12.07,15.59,19.71,24.1,27.49,28.86,28.92,26.79,22.58,17.04,12.64,20.59,3.14,3.31,3.41,3.51,3.5,3.67,3.77,3.52,3.29,2.83,2.58,3.0,3.29
30.5,25.5,3.5904,4.4302,5.8099,6.9682,7.6656,8.2054,8.165,7.5384,6.4615,5.1115,3.9689,3.3058,5.9412,65.74,60.53,53.65,46.14,42.14,42.92,46.93,49.45,51.5,56.48,61.87,66.73,53.66,10.77,12.01,15.35,19.31,23.66,26.91,28.24,28.39,26.31,22.26,16.94,12.61,20.27,3.22,3.38,3.47,3.55,3.56,3.75,3.84,3.56,3.34,2.9,2.62,3.09,3.36
30.5,26.0,3.5916,4.4429,5.8421,7.0142,7.7201,8.2582,8.1914,7.5646,6.4994,5.1374,3.9482,3.3046,5.9659,66.78,62.03,56.05,49.5,45.03,45.7,49.2,51.82,54.14,59.12,64.3,67.9,55.95,10.65,11.82,14.95,18.67,22.95,26.26,27.66,27.85,25.76,21.86,16.71,12.51,19.84,3.24,3.36,3.41,3.47,3.47,3.69,3.82,3.51,3.27,2.87,2.62,3.1,3.32
30.5,26.5,3.5916,4.4429,5.8421,7.0142,7.7201,8.2582,8.1914,7.5646,6.4994,5.1374,3.9482,3.3046,5.9659,66.78,62.03,56.05,49.5,45.03,45.7,49.2,51.82,54.14,59.12,64.3,67.9,55.95,10.65,11.82,14.95,18.67,22.95,26.26,27.66,27.85,25.76,21.86,16.71,12.51,19.84,3.24,3.36,3.41,3.47,3.47,3.69,3.82,3.51,3.27,2.87,2.62,3.1,3.32
30.5,27.0,3.569,4.4599,5.8363,7.0039,7.7215,8.2615,8.1761,7.525,6.4762,5.1098,3.8767,3.2921,5.9484,67.44,63.04,57.43,51.28,46.7,47.2,50.25,53.01,55.49,60.53,65.51,68.59,57.19,10.76,11.88,14.97,18.57,22.78,26.13,27.62,27.81,25.69,21.9,16.88,12.66,19.84,3.12,3.24,3.38,3.51,3.54,3.8,3.94,3.61,3.36,2.96,2.64,3.0,3.34
30.5,27.5,3.569,4.4599,5.8363,7.0039,7.7215,8.2615,8.1761,7.525,6.4762,5.1098,3.8767,3.2921,5.9484,67.05,63.09,59.0,53.57,49.35,49.82,52.15,54.86,57.31,61.99,65.79,68.23,58.51,10.99,12.05,14.99,18.46,22.58,25.89,27.47,27.69,25.59,21.94,17.13,12.93,19.85,3.11,3.23,3.39,3.52,3.59,3.84,3.95,3.61,3.4,3.03,2.69,3.0,3.36
30.5,28.0,3.5122,4.3999,5.7977,6.9722,7.7105,8.2819,8.1979,7.5444,6.4992,5.095,3.8446,3.2254,5.9297,65.94,62.39,59.48,54.85,51.46,52.57,54.75,56.74,58.31,62.1,64.81,66.67,59.17,11.6,12.66,15.51,18.84,22.86,26.06,27.67,27.96,25.96,22.5,17.86,13.62,20.29,3.07,3.17,3.32,3.45,3.53,3.73,3.81,3.49,3.36,3.04,2.69,2.96,3.3
30.5,28.5,3.5122,4.3999,5.7977,6.9722,7.7105,8.2819,8.1979,7.5444,6.4992,5.095,3.8446,3.2254,5.9297,66.13,63.14,61.1,56.82,54.1,55.64,57.94,59.47,60.23,63.38,65.34,66.72,60.84,12.17,13.15,15.78,19.0,22.88,26.01,27.67,28.0,26.16,22.87,18.44,14.21,20.56,3.18,3.23,3.31,3.4,3.45,3.58,3.65,3.37,3.32,3.05,2.76,3.06,3.28
30.5,29.0,3.5856,4.4938,5.8522,6.9818,7.6927,8.2399,8.1197,7.4976,6.4968,5.1346,3.8964,3.2957,5.9465,66.13,63.14,61.1,56.82,54.1,55.64,57.94,59.47,60.23,63.38,65.34,66.72,60.84,12.17,13.15,15.78,19.0,22.88,26.01,27.67,28.0,26.16,22.87,18.44,14.21,20.56,3.18,3.23,3.31,3.4,3.45,3.58,3.65,3.37,3.32,3.05,2.76,3.06,3.28
30.5,29.5,3.5856,4.4938,5.8522,6.9818,7.6927,8.2399,8.1197,7.4976,6.4968,5.1346,3.8964,3.2957,5.9465,67.38,64.2,61.89,57.46,54.91,57.22,60.21,61.7,62.0,64.68,66.4,67.99,62.17,12.05,13.06,15.62,18.8,22.61,25.61,27.17,27.5,25.75,22.62,18.32,14.08,20.3,3.08,3.08,3.16,3.28,3.34,3.44,3.46,3.18,3.16,2.94,2.71,2.99,3.15
30.5,30.0,3.4608,4.319,5.6914,6.7894,7.5934,8.1365,8.0138,7.3771,6.432,5.0743,3.8218,3.216,5.8334,65.44,61.94,58.59,53.64,50.54,52.24,55.59,57.23,58.18,61.47,63.98,65.84,58.72,12.29,13.43,16.22,19.61,23.64,26.7,28.13,28.35,26.46,23.14,18.66,14.33,20.95,2.75,2.74,2.89,3.06,3.16,3.24,3.2,2.94,2.9,2.71,2.49,2.71,2.9
30.5,30.5,3.4608,4.319,5.6914,6.7894,7.5934,8.1365,8.0138,7.3771,6.432,5.0743,3.8218,3.216,5.8334,63.38,59.91,55.67,50.18,46.2,46.47,49.35,51.33,53.75,57.95,61.23,63.58,54.9,12.77,14.06,17.13,20.74,25.02,28.27,29.73,29.81,27.67,24.1,19.38,14.83,22.0,2.51,2.52,2.75,2.97,3.11,3.19,3.06,2.82,2.79,2.61,2.38,2.49,2.77
30.5,31.0,3.4531,4.2442,5.5603,6.6005,7.4414,7.9829,7.782,7.1462,6.2998,4.9836,3.7831,3.2042,5.7127,62.74,59.18,54.19,48.8,44.06,43.73,46.29,48.75,52.35,57.15,60.47,62.91,53.37,12.91,14.31,17.51,21.14,25.61,28.92,30.38,30.34,28.02,24.39,19.62,14.97,22.38,2.43,2.45,2.7,2.89,3.04,3.06,2.8,2.59,2.62,2.51,2.35,2.42,2.66
