latitude,longitude,ALLSKY_SFC_SW_DWN_JAN,ALLSKY_SFC_SW_DWN_FEB,ALLSKY_SFC_SW_DWN_MAR,ALLSKY_SFC_SW_DWN_APR,ALLSKY_SFC_SW_DWN_MAY,ALLSKY_SFC_SW_DWN_JUN,ALLSKY_SFC_SW_DWN_JUL,ALLSKY_SFC_SW_DWN_AUG,ALLSKY_SFC_SW_DWN_SEP,ALLSKY_SFC_SW_DWN_OCT,ALLSKY_SFC_SW_DWN_NOV,ALLSKY_SFC_SW_DWN_DEC,ALLSKY_SFC_SW_DWN_ANN,RH2M_JAN,RH2M_FEB,RH2M_MAR,RH2M_APR,RH2M_MAY,RH2M_JUN,RH2M_JUL,RH2M_AUG,RH2M_SEP,RH2M_OCT,RH2M_NOV,RH2M_DEC,RH2M_ANN,T2M_JAN,T2M_FEB,T2M_MAR,T2M_APR,T2M_MAY,T2M_JUN,T2M_JUL,T2M_AUG,T2M_SEP,T2M_OCT,T2M_NOV,T2M_DEC,T2M_ANN,WS2M_JAN,WS2M_FEB,WS2M_MAR,WS2M_APR,WS2M_MAY,WS2M_JUN,WS2M_JUL,WS2M_AUG,WS2M_SEP,WS2M_OCT,WS2M_NOV,WS2M_DEC,WS2M_ANN
25.5,34.5,4.3306,5.2598,6.3674,7.1194,7.6066,7.9886,7.7652,7.2797,6.6077,5.5277,4.6428,4.0829,6.2179,51.65,45.12,36.46,28.27,23.45,21.76,21.88,24.16,30.31,41.59,52.03,53.59,35.82,15.05,17.06,20.52,24.55,28.7,31.39,32.99,33.05,30.44,26.6,21.17,16.84,24.9,3.24,3.27,3.42,3.4,3.58,3.87,3.43,3.59,3.59,2.92,2.89,3.16,3.36
26.0,25.0,4.4102,5.3441,6.4565,7.3082,7.8521,8.1814,8.1374,7.6714,6.8947,5.7499,4.6855,4.1177,6.4046,49.38,40.12,30.16,23.29,20.94,20.85,22.67,24.41,28.28,36.37,45.25,53.52,32.92,11.2,13.43,17.71,22.53,26.85,29.77,30.48,30.59,27.99,23.12,17.07,12.49,21.97,2.5,2.64,2.84,3.03,3.09,3.05,2.9,2.75,2.73,2.51,2.22,2.37,2.72
26.0,25.5,4.4102,5.3441,6.4565,7.3082,7.8521,8.1814,8.1374,7.6714,6.8947,5.7499,4.6855,4.1177,6.4046,51.41,41.85,31.49,24.32,21.84,21.88,23.74,25.51,29.78,38.21,47.63,55.99,34.46,10.54,12.74,16.99,21.79,26.12,29.02,29.74,29.89,27.22,22.42,16.38,11.84,21.26,2.42,2.57,2.74,2.9,2.94,2.91,2.77,2.61,2.61,2.41,2.13,2.28,2.61
26.0,26.0,4.4486,5.3808,6.4932,7.3471,7.9099,8.2238,8.1624,7.7038,6.913,5.7912,4.6973,4.1203,6.4366,51.93,42.06,31.69,24.49,21.99,22.12,24.04,25.82,30.27,38.67,48.22,56.37,34.79,10.47,12.71,16.94,21.69,26.05,28.92,29.64,29.82,27.1,22.37,16.37,11.82,21.2,2.45,2.62,2.77,2.91,2.95,2.98,2.86,2.72,2.71,2.5,2.18,2.33,2.66
26.0,26.5,4.4486,5.3808,6.4932,7.3471,7.9099,8.2238,8.1624,7.7038,6.913,5.7912,4.6973,4.1203,6.4366,51.93,42.06,31.69,24.49,21.99,22.12,24.04,25.82,30.27,38.67,48.22,56.37,34.79,10.47,12.71,16.94,21.69,26.05,28.92,29.64,29.82,27.1,22.37,16.37,11.82,21.2,2.45,2.62,2.77,2.91,2.95,2.98,2.86,2.72,2.71,2.5,2.18,2.33,2.66
26.0,27.0,4.4189,5.3494,6.5018,7.4134,7.9248,8.2409,8.1199,7.6613,6.8844,5.7408,4.698,4.1124,6.426,51.32,41.4,31.28,24.24,21.72,21.94,23.8,25.55,30.14,38.23,47.63,55.47,34.38,10.74,13.03,17.23,21.93,26.32,29.18,29.93,30.11,27.34,22.68,16.72,12.17,21.48,2.58,2.75,2.92,3.04,3.1,3.2,3.11,2.98,2.96,2.72,2.36,2.5,2.85
26.0,27.5,4.4189,5.3494,6.5018,7.4134,7.9248,8.2409,8.1199,7.6613,6.8844,5.7408,4.698,4.1124,6.426,50.29,40.45,30.75,23.92,21.34,21.62,23.41,25.15,29.85,37.54,46.73,54.22,33.76,11.21,13.51,17.65,22.32,26.75,29.62,30.41,30.6,27.77,23.16,17.23,12.68,21.95,2.59,2.75,2.95,3.04,3.15,3.31,3.25,3.13,3.1,2.85,2.46,2.56,2.93
26.0,28.0,4.4328,5.3563,6.5141,7.4182,7.9394,8.2567,8.1175,7.6608,6.8832,5.7413,4.7038,4.121,6.4327,49.6,39.78,30.39,23.65,21.01,21.36,23.04,24.85,29.64,36.88,45.97,53.31,33.28,11.54,13.87,17.97,22.64,27.09,29.94,30.79,30.94,28.06,23.57,17.65,13.05,22.3,2.6,2.77,3.05,3.18,3.36,3.56,3.46,3.35,3.38,3.11,2.65,2.64,3.09
26.0,28.5,4.4328,5.3563,6.5141,7.4182,7.9394,8.2567,8.1175,7.6608,6.8832,5.7413,4.7038,4.121,6.4327,50.92,40.71,31.05,24.17,21.46,22.03,23.79,25.65,30.74,37.8,47.22,54.49,34.16,11.2,13.56,17.68,22.36,26.79,29.54,30.34,30.48,27.61,23.26,17.33,12.72,21.94,2.47,2.66,2.98,3.14,3.33,3.54,3.38,3.3,3.36,3.06,2.58,2.53,3.03
26.0,29.0,4.4201,5.3623,6.5376,7.4318,7.9267,8.2632,8.1007,7.6342,6.8554,5.7031,4.7086,4.1254,6.426,50.92,40.71,31.05,24.17,21.46,22.03,23.79,25.65,30.74,37.8,47.22,54.49,34.16,11.2,13.56,17.68,22.36,26.79,29.54,30.34,30.48,27.61,23.26,17.33,12.72,21.94,2.47,2.66,2.98,3.14,3.33,3.54,3.38,3.3,3.36,3.06,2.58,2.53,3.03
26.0,29.5,4.4201,5.3623,6.5376,7.4318,7.9267,8.2632,8.1007,7.6342,6.8554,5.7031,4.7086,4.1254,6.426,51.46,40.98,31.36,24.52,21.92,22.64,24.45,26.3,31.62,38.38,47.73,54.91,34.68,10.98,13.37,17.45,22.07,26.43,29.09,29.86,29.95,27.19,22.98,17.13,12.52,21.62,2.54,2.75,3.07,3.19,3.37,3.57,3.36,3.31,3.44,3.11,2.66,2.61,3.08
26.0,30.0,4.446,5.3885,6.557,7.4477,7.9354,8.281,8.1082,7.6344,6.8666,5.707,4.7208,4.1472,6.4402,51.39,40.91,31.36,24.68,22.23,23.08,24.85,26.7,32.2,38.77,47.8,54.81,34.89,10.97,13.36,17.39,21.92,26.26,28.86,29.71,29.74,26.99,22.89,17.1,12.52,21.51,2.73,2.9,3.24,3.34,3.52,3.82,3.62,3.59,3.76,3.37,2.91,2.84,3.31
26.0,30.5,4.446,5.3885,6.557,7.4477,7.9354,8.281,8.1082,7.6344,6.8666,5.707,4.7208,4.1472,6.4402,50.72,40.29,30.65,24.01,21.64,22.54,24.6,26.35,31.37,37.44,46.57,53.83,34.16,11.26,13.75,17.85,22.46,26.86,29.43,30.21,30.21,27.54,23.54,17.6,12.89,22.0,2.62,2.79,3.19,3.34,3.53,3.91,3.69,3.69,3.88,3.42,2.93,2.77,3.32
26.0,31.0,4.4436,5.364,6.5311,7.4282,7.8766,8.2327,8.0287,7.5475,6.793,5.6683,4.7028,4.1407,6.3998,50.98,40.62,30.65,24.0,21.56,22.43,24.71,26.42,30.99,36.82,46.21,53.71,34.08,10.96,13.49,17.61,22.22,26.62,29.17,29.86,29.83,27.29,23.43,17.46,12.66,21.75,2.51,2.67,3.02,3.18,3.37,3.75,3.57,3.56,3.64,3.12,2.74,2.62,3.15
26.0,31.5,4.4436,5.364,6.5311,7.4282,7.8766,8.2327,8.0287,7.5475,6.793,5.6683,4.7028,4.1407,6.3998,50.98,40.62,30.65,24.0,21.56,22.43,24.71,26.42,30.99,36.82,46.21,53.71,34.08,10.96,13.49,17.61,22.22,26.62,29.17,29.86,29.83,27.29,23.43,17.46,12.66,21.75,2.51,2.67,3.02,3.18,3.37,3.75,3.57,3.56,3.64,3.12,2.74,2.62,3.15
26.0,32.0,4.3918,5.3359,6.4826,7.3594,7.8072,8.185,7.9704,7.4962,6.7584,5.621,4.6812,4.1107,6.3533,47.23,37.87,28.1,21.88,19.41,19.91,21.98,23.64,27.63,33.04,42.06,49.21,30.98,12.35,14.91,19.11,23.78,28.3,30.93,31.61,31.48,28.95,25.17,19.09,14.14,23.36,2.36,2.5,2.83,3.02,3.23,3.6,3.51,3.48,3.39,2.83,2.51,2.43,2.98
26.0,32.5,4.3918,5.3359,6.4826,7.3594,7.8072,8.185,7.9704,7.4962,6.7584,5.621,4.6812,4.1107,6.3533,45.06,36.35,26.66,20.62,18.08,18.23,19.94,21.48,25.28,30.6,39.83,46.45,29.03,13.52,16.16,20.4,25.07,29.62,32.27,32.98,32.87,30.44,26.68,20.39,15.38,24.69,2.23,2.45,2.73,2.92,3.09,3.4,3.27,3.3,3.13,2.52,2.25,2.24,2.8
26.0,33.0,4.3999,5.3244,6.461,7.314,7.7885,8.1977,7.9733,7.4738,6.738,5.597,4.679,4.1172,6.342,43.35,34.87,25.25,19.5,16.95,16.84,18.52,19.85,23.37,28.35,38.15,44.06,27.4,14.57,17.16,21.37,25.95,30.46,33.09,33.8,33.73,31.44,27.78,21.47,16.49,25.65,2.37,2.64,2.84,3.02,3.17,3.4,3.23,3.33,3.09,2.49,2.39,2.39,2.86
26.0,33.5,4.3999,5.3244,6.461,7.314,7.7885,8.1977,7.9733,7.4738,6.738,5.597,4.679,4.1172,6.342,47.13,38.72,28.46,21.82,18.35,17.4,18.97,20.11,23.8,31.39,43.34,48.21,29.78,14.03,16.37,20.39,24.76,29.23,32.06,33.05,33.19,30.88,26.9,20.59,15.88,24.82,2.93,3.09,3.12,3.12,3.21,3.26,2.98,3.08,2.92,2.47,2.65,2.88,2.97
26.0,34.0,4.0706,4.9519,6.0185,6.7764,7.277,7.6229,7.3776,6.919,6.1579,5.1302,4.3294,3.8215,5.8742,47.13,38.72,28.46,21.82,18.35,17.4,18.97,20.11,23.8,31.39,43.34,48.21,29.78,14.03,16.37,20.39,24.76,29.23,32.06,33.05,33.19,30.88,26.9,20.59,15.88,24.82,2.93,3.09,3.12,3.12,3.21,3.26,2.98,3.08,2.92,2.47,2.65,2.88,2.97
26.5,25.0,4.4102,5.3441,6.4565,7.3082,7.8521,8.1814,8.1374,7.6714,6.8947,5.7499,4.6855,4.1177,6.4046,51.85,42.64,32.11,24.68,22.0,21.81,23.51,25.24,29.33,37.78,47.12,55.63,34.46,11.03,13.12,17.42,22.2,26.63,29.71,30.52,30.65,28.04,23.12,17.0,12.39,21.86,2.47,2.6,2.78,2.97,3.01,2.98,2.84,2.69,2.65,2.43,2.17,2.33,2.66
26.5,25.5,4.4102,5.3441,6.4565,7.3082,7.8521,8.1814,8.1374,7.6714,6.8947,5.7499,4.6855,4.1177,6.4046,52.66,43.32,32.86,25.39,22.6,22.58,24.3,25.99,30.41,38.99,48.49,56.82,35.35,10.72,12.8,17.06,21.77,26.21,29.23,30.05,30.23,27.55,22.73,16.67,12.11,21.47,2.44,2.59,2.74,2.89,2.94,2.91,2.78,2.63,2.6,2.4,2.14,2.3,2.61
26.5,26.0,4.4486,5.3808,6.4932,7.3471,7.9099,8.2238,8.1624,7.7038,6.913,5.7912,4.6973,4.1203,6.4366,53.18,43.5,33.06,25.64,22.82,22.95,24.75,26.44,31.11,39.62,49.16,57.25,35.78,10.58,12.73,16.96,21.63,26.07,29.04,29.85,30.05,27.32,22.6,16.59,12.03,21.33,2.48,2.65,2.8,2.95,3.0,3.03,2.9,2.75,2.74,2.54,2.22,2.37,2.7
26.5,26.5,4.4486,5.3808,6.4932,7.3471,7.9099,8.2238,8.1624,7.7038,6.913,5.7912,4.6973,4.1203,6.4366,53.18,43.5,33.06,25.64,22.82,22.95,24.75,26.44,31.11,39.62,49.16,57.25,35.78,10.58,12.73,16.96,21.63,26.07,29.04,29.85,30.05,27.32,22.6,16.59,12.03,21.33,2.48,2.65,2.8,2.95,3.0,3.03,2.9,2.75,2.74,2.54,2.22,2.37,2.7
26.5,27.0,4.4189,5.3494,6.5018,7.4134,7.9248,8.2409,8.1199,7.6613,6.8844,5.7408,4.698,4.1124,6.426,52.83,43.14,33.05,25.74,22.86,23.06,24.89,26.57,31.42,39.7,49.02,56.77,35.74,10.75,12.92,17.07,21.69,26.14,29.08,29.91,30.12,27.35,22.71,16.77,12.24,21.44,2.58,2.74,2.9,3.01,3.08,3.16,3.06,2.92,2.9,2.68,2.36,2.5,2.82
26.5,27.5,4.4189,5.3494,6.5018,7.4134,7.9248,8.2409,8.1199,7.6613,6.8844,5.7408,4.698,4.1124,6.426,51.99,42.32,32.64,25.47,22.5,22.79,24.57,26.31,31.32,39.14,48.32,55.78,35.25,11.14,13.34,17.44,22.05,26.55,29.48,30.34,30.53,27.72,23.15,17.23,12.66,21.84,2.57,2.72,2.91,3.03,3.14,3.26,3.17,3.04,3.02,2.8,2.43,2.53,2.88
26.5,28.0,4.4328,5.3563,6.5141,7.4182,7.9394,8.2567,8.1175,7.6608,6.8832,5.7413,4.7038,4.121,6.4327,51.24,41.64,32.36,25.41,22.33,22.73,24.47,26.31,31.47,38.94,47.93,55.04,34.97,11.46,13.68,17.73,22.3,26.79,29.69,30.59,30.75,27.88,23.39,17.54,12.98,22.1,2.55,2.72,2.95,3.05,3.21,3.35,3.26,3.13,3.14,2.88,2.48,2.53,2.94
26.5,28.5,4.4328,5.3563,6.5141,7.4182,7.9394,8.2567,8.1175,7.6608,6.8832,5.7413,4.7038,4.121,6.4327,52.02,42.02,32.48,25.43,22.41,22.98,24.8,26.72,32.04,39.14,48.35,55.51,35.31,11.28,13.56,17.7,22.32,26.81,29.67,30.49,30.62,27.81,23.44,17.5,12.86,22.04,2.44,2.65,2.94,3.07,3.26,3.42,3.28,3.18,3.22,2.92,2.46,2.45,2.94
26.5,29.0,4.4201,5.3623,6.5376,7.4318,7.9267,8.2632,8.1007,7.6342,6.8554,5.7031,4.7086,4.1254,6.426,52.02,42.02,32.48,25.43,22.41,22.98,24.8,26.72,32.04,39.14,48.35,55.51,35.31,11.28,13.56,17.7,22.32,26.81,29.67,30.49,30.62,27.81,23.44,17.5,12.86,22.04,2.44,2.65,2.94,3.07,3.26,3.42,3.28,3.18,3.22,2.92,2.46,2.45,2.94
26.5,29.5,4.4201,5.3623,6.5376,7.4318,7.9267,8.2632,8.1007,7.6342,6.8554,5.7031,4.7086,4.1254,6.426,52.58,42.4,32.88,25.96,23.1,23.82,25.63,27.58,33.24,40.04,48.91,56.01,36.0,11.0,13.27,17.32,21.85,26.26,29.03,29.91,29.97,27.22,23.0,17.23,12.59,21.59,2.59,2.78,3.11,3.23,3.42,3.61,3.42,3.34,3.48,3.16,2.69,2.66,3.13
26.5,30.0,4.446,5.3885,6.557,7.4477,7.9354,8.281,8.1082,7.6344,6.8666,5.707,4.7208,4.1472,6.4402,52.8,42.52,32.99,26.19,23.44,24.31,26.24,28.2,33.96,40.68,49.45,56.32,36.41,10.96,13.29,17.3,21.79,26.2,28.9,29.8,29.78,27.03,22.86,17.12,12.53,21.5,2.63,2.79,3.14,3.24,3.43,3.71,3.52,3.46,3.61,3.23,2.75,2.71,3.19
26.5,30.5,4.446,5.3885,6.557,7.4477,7.9354,8.281,8.1082,7.6344,6.8666,5.707,4.7208,4.1472,6.4402,51.95,41.77,32.23,25.51,22.9,23.81,26.07,27.95,33.13,39.33,48.12,55.14,35.65,11.16,13.57,17.63,22.17,26.63,29.29,30.08,30.03,27.4,23.33,17.49,12.78,21.83,2.56,2.73,3.14,3.29,3.5,3.87,3.66,3.61,3.75,3.29,2.78,2.67,3.24
26.5,31.0,4.4436,5.364,6.5311,7.4282,7.8766,8.2327,8.0287,7.5475,6.793,5.6683,4.7028,4.1407,6.3998,51.08,41.27,31.45,24.8,22.11,22.82,25.13,26.95,31.56,37.33,45.97,53.41,34.48,11.28,13.74,17.86,22.46,26.99,29.68,30.42,30.29,27.76,23.84,17.95,13.06,22.15,2.35,2.49,2.89,3.11,3.36,3.74,3.54,3.45,3.49,3.0,2.59,2.48,3.04
26.5,31.5,4.4436,5.364,6.5311,7.4282,7.8766,8.2327,8.0287,7.5475,6.793,5.6683,4.7028,4.1407,6.3998,51.08,41.27,31.45,24.8,22.11,22.82,25.13,26.95,31.56,37.33,45.97,53.41,34.48,11.28,13.74,17.86,22.46,26.99,29.68,30.42,30.29,27.76,23.84,17.95,13.06,22.15,2.35,2.49,2.89,3.11,3.36,3.74,3.54,3.45,3.49,3.0,2.59,2.48,3.04
26.5,32.0,4.3918,5.3359,6.4826,7.3594,7.8072,8.185,7.9704,7.4962,6.7584,5.621,4.6812,4.1107,6.3533,45.71,36.92,27.81,21.7,19.15,19.53,21.5,23.2,27.22,32.19,40.16,46.92,30.15,13.17,15.73,19.91,24.56,29.16,31.87,32.53,32.33,29.84,26.17,20.15,15.11,24.25,2.36,2.55,2.91,3.2,3.48,3.83,3.61,3.55,3.51,2.97,2.61,2.48,3.09
